Nature du Format;nom_destination;indicatif;Valeur niveau Fraude
4;NORWAY GSM TELENOR;474694;A
4;ECUADOR GSM PORTA;593993;B
4;POLAND GSM ERA;487952;A
4;DOMINICAN REP GSM VIVA;1849228;A
4;THAILAND GSM DTAC;668366;A
4;DOMINICAN REP GSM;1829325;A
4;DOMINICAN REP GSM ORANGE;1829876;A
4;DOMINICAN REP GSM;1809648;A
4;BRAZIL OTHERS CITIES;55515;A
4;SOUTH AFRICA PRS;2731571;C
4;SOUTH AFRICA PRS;2787571;C
4;INDIA GSM;9184910;A
4;INDIA GSM;9187279;A
4;UK GSM ORANGE;447528;A
4;RUSSIA ZONE 1;74722;A
4;MEXICO ZONE2;52676;A
4;URUGUAY GSM;59888;B
4;SOUTH AFRICA PRS;27391010;C
4;NETHERLANDS GSM VODA;31652;A
4;BOSNIA SRPSKA;387563;B
4;NORWAY GSM NETCOM;474061;A
4;CHILE RUR;566497;A
4;RUSSIA ZONE 2;7834;A
4;BERMUDA GSM;144153;A
4;DOMINICAN REP GSM ORANGE;1809981;A
4;POLAND GSM ERA;485381;A
4;INDIA GSM;9178599;A
4;INDIA GSM;9189410;A
4;INDIA GSM;918926;A
4;ALBANIA AMC;35558594;B
4;TRINIDAD-TOBAGO GSM;186846;B
4;ALBANIA AMC;35522540;B
4;POLAND OLO;4815307;A
4;CHILE RUR;56352197;A
4;PERU RURAL;51528;A
4;BARBADOS GSM;124626;B
4;POLAND OLO;489155;A
4;UK GSM VODAFONE;447810;A
4;POLAND GSM PLUS;4873718;A
4;INDIA GSM;9185890;A
4;BRAZIL GSM;558699;A
4;SWEDEN GSM;4676;A
4;POLAND OLO;48343228;A
4;MOROCCO GSM WANA FULL MOBILITY;212680;E
4;INDIA GSM;9178519;A
4;DOMINICAN REP GSM;1809360;A
4;DOMINICAN REP GSM VIVA;1849416;A
4;POLAND OLO;48486282;A
4;INDIA GSM;918013;A
4;DEM REP CONGO GSM CE;24399;D
4;INDIA GSM;9177569;A
4;SWEDEN GSM COMVIQ;467287;A
4;POLAND OLO;48446457;A
4;BRAZIL GSM;5518981;A
4;GERMANY GSM VODAFONE;49162;A
4;INDIA GSM;9183858;A
4;SWITZERLAND GSM SUN;418607731;A
4;INDIA GSM;9175308;A
4;INDIA GSM;9184588;A
4;BENIN GSM TELECEL;22965;D
4;INDIA GSM;9184919;A
4;DOMINICAN REP GSM;1809754;A
4;INDIA GSM;9187239;A
4;VIETNAM GSM;849;A
4;THAILAND GSM DTAC;6690662;A
4;LATVIA OLO;3716779;E
4;SOUTH AFRICA PRS;27141610;C
4;DOMINICAN REP GSM;18093150368;A
4;MALDIVE ISLANDS;960;F
4;INDIA GSM;9183558;A
4;POLAND GSM ERA;487955;A
4;INDIA GSM RELIANCE;918100;A
4;NETHERLANDS GSM TMOB;316561;A
4;UK GSM HI3G;447490;A
4;BRAZIL GSM;55115935;A
4;INDIA GSM;9177668;A
4;USA;1530;A
4;DOMINICAN REP GSM ORANGE;1829860;A
4;DOMINICAN REP LOCAL OTHER;18096834;A
4;INDIA GSM;9175240;A
4;SOUTH AFRICA PRS;2711207590;C
4;REUNION GSM OTM;262693;A
4;SWITZERLAND GSM;4186077;B
4;DOMINICAN REP LOCAL OTHER;180974047;A
4;SOUTH AFRICA PRS;27100202;C
4;DOMINICAN REP LOCAL OTHER;180937570;A
4;BRAZIL GSM;55269;A
4;POLAND GSM PLUS;4873937;A
4;BRAZIL GSM;5519981;A
4;POLAND OLO;4833300;A
4;DOMINICAN REP LOCAL OTHER;180928696;A
4;POLAND OLO;48178511;A
4;INDIA GSM;918889;A
4;MEXICO ZONE3;52933;A
4;POLAND OLO;48422223;A
4;ALBANIA AMC;35551461;B
4;INDIA GSM RELIANCE;918905;A
4;INDIA GSM;9181569;A
4;MOROCCO GSM MEDITEL;212614;E
4;DENMARK GSM;4542;A
4;NETHERLANDS ANT GSM;5993181;B
4;DOMINICAN REP GSM;1829742;A
4;INDIA GSM;9185879;A
4;DOMINICAN REP NATIONAL VIVA;182999679;A
4;BURKINA FASO GSM AIRTEL;22664;D
4;BOLIVIA RURAL;59122570;B
4;NORWAY GSM NETCOM;474722;A
4;PERU RURAL;516560;A
4;INDIA GSM;9184519;A
4;INDIA GSM VODAFONE;919984;A
4;POLAND OLO;48177000;A
4;INDIA GSM;9184228;A
4;POLAND OLO;482933;A
4;DOMINICAN REP GSM;1849351;A
4;DOMINICAN REP GSM;1829536;A
4;PUERTO RICO GSM;17874;A
4;DENMARK GSM TELIA;45532;A
4;DENMARK GSM TELENOR;45819;A
4;INDIA CITIES;9141;A
4;AUSTRIA GSM;436889;A
4;MEXICO GSM ZONE3;521437;A
4;INDIA GSM;9186488;A
4;CZECH REP GSM O2;420607;A
4;DOMINICAN REP LOCAL OTHER;180992030;A
4;QATAR GSM VODAFONE;974740;B
4;INDIA GSM VODAFONE;919772;A
4;COLOMBIA CITIES;571863;A
4;DOMINICAN REP GSM;1809785;A
4;LIBERIA GSM;2314;E
4;SOUTH AFRICA PRS;2711676209;C
4;UK GSM VODAFONE;447909;A
4;PERU RURAL;516764;A
4;SOUTH AFRICA PRS;27511105;C
4;CHILE RUR;56632196;A
4;DOMINICAN REP LOCAL OTHER;1809202;A
4;REUNION GSM SRR;26269272;A
4;THAILAND GSM DTAC;6690029;A
4;THAILAND GSM DTAC;6688882;A
4;MOROCCO GSM WANA FULL MOBILITY;212638;E
4;SOUTH AFRICA PRS;27144950;C
4;USA;1405;A
4;INDIA GSM;9177209;A
4;POLAND OLO;481235;A
4;SWITZERLAND GSM;4179979;B
4;POLAND GSM PLUS;487276;A
4;SOUTH AFRICA PRS;2741030;C
4;DOMINICAN REP LOCAL VIVA;1849294;A
4;POLAND OLO;48297692;A
4;DOMINICAN REP LOCAL OTHER;180922627;A
4;USA OLO;1907314;A
4;INDIA GSM;917250;A
4;INDIA GSM;9186928;A
4;INDIA GSM BSNL;9183018;A
4;MEXICO ZONE3;52413;A
4;SOUTH AFRICA PRS;27221000;C
4;DOMINICAN REP GSM;1809510;A
4;DENMARK GSM TDC;457172;A
4;DOMINICAN REP LOCAL OTHER;1809686;A
4;NORWAY GSM TELENOR;474718;A
4;DOMINICAN REP GSM ORANGE;1849879;A
4;POLAND OLO;4885670;A
4;GUADELOUPE GSM DIGI;59069016;A
4;DOMINICAN REP LOCAL OTHER;18099706;A
4;RUSSIA ZONE 2;7844;A
4;ALBANIA AMC;35538725;B
4;SOUTH AFRICA PRS;27140650;C
4;LATVIA GSM;3712400;F
4;BRAZIL GSM;55119594;A
4;TURKS & CAICOS;1649;C
4;NEPAL GSM SPICES;977981;B
4;INDIA GSM;9186810;A
4;SOUTH AFRICA PRS;27130450;C
4;THAILAND GSM DTAC;6690548;A
4;POLAND OLO;4829692;A
4;POLAND OLO;48913590;A
4;INDIA GSM;9177779;A
4;DOMINICAN REP GSM;1809664;A
4;ECUADOR GSM PORTA;5939996;B
4;SWEDEN GSM TELENOR;467235;A
4;MEXICO ZONE3;52275;A
4;ALBANIA AMC;35586070;B
4;RUSSIA ZONE 1;73452;A
4;INDIA GSM;918602;A
4;NORWAY GSM TELENOR;479415;A
4;ARGENTINA;54;A
4;POLAND OLO;48957496;A
4;LEBANON GSM;96170;B
4;LUXEMBOURG GSM POST LUXEMBOURG;352621;A
4;PORTUGAL GSM MEO;35160927;A
4;SPAIN GSM VODAFONE;34674;A
4;DOMINICAN REP LOCAL OTHER;18092275;A
4;INDIA GSM;9175459;A
4;BELGIUM GSM LYCAMOBILE;324676;A
4;INDIA GSM;917027;A
4;BRAZIL GSM;558799;A
4;POLAND OLO;485588;A
4;SWEDEN GSM COMVIQ;467649411;A
4;SOUTH AFRICA PRS;27132850;C
4;SOUTH AFRICA PRS;27141120;C
4;DOMINICAN REP GSM;1829291;A
4;INDIA GSM;917275;A
4;INDIA GSM;9185349;A
4;BULGARIA OLO;3594789;A
4;INDIA GSM;9183859;A
4;POLAND OLO;48874200;A
4;POLAND GSM PLUS;485792;A
4;INDIA GSM;917418;A
4;THAILAND GSM DTAC;6681651;A
4;ALBANIA AMC;35546310;B
4;SYRIA GSM;9639;D
4;DOMINICAN REP LOCAL OTHER;18095499;A
4;MEXICO ZONE3;52342;A
4;UK GSM HI3G;447413;A
4;UK GSM O2;44751;A
4;INDIA GSM VODAFONE;919774;A
4;NIGERIA GSM MTN;234814;A
4;POLAND GSM PM4;487998;A
4;POLAND GSM PM4;485375;A
4;ESTONIA GSM EMT;3725741;D
4;POLAND GSM PLUS;4873717;A
4;POLAND OLO;48343508;A
4;EQUATORIAL GUINEA GSM;2405;D
4;BOSNIA SRPSKA;38738481;B
4;BRAZIL GSM;55115530;A
4;IVORY COAST GSM ORA;22589;D
4;DENMARK GSM TELENOR;459274;A
4;THAILAND GSM DTAC;6681410;A
4;UK GSM VODAFONE;447501;A
4;INDIA GSM;9186299;A
4;INDIA GSM;9181738;A
4;SOUTH AFRICA PRS;27161300;C
4;BULGARIA OLO;35960719;A
4;EMSAT;88213;H
4;SOUTH AFRICA PRS;2721380321;C
4;SOUTH AFRICA PRS;27125800;C
4;INDIA GSM;9183460;A
4;INDIA GSM VODAFONE;919581;A
4;USA;1810;A
4;DOMINICAN REP LOCAL OTHER;180948774;A
4;DOMINICAN REP GSM;1829671;A
4;POLAND OLO;48182660;A
4;DOMINICAN REP LOCAL OTHER;180955968;A
4;DOMINICAN REP LOCAL OTHER;1809810;A
4;EL SALVADOR GSM DIGI;503742;B
4;DOMINICAN REP GSM;1829683;A
4;SWEDEN GSM COMVIQ;467671;A
4;SWEDEN GSM TELENOR;4676668;A
4;SOUTH AFRICA PRS;27161304;C
4;POLAND GSM ERA;48692;A
4;DOMINICAN REP GSM VIVA;1829443;A
4;MEXICO GSM ZONE2;521782;A
4;BOLIVIA RURAL;59122566;B
4;POLAND OLO;48614439;A
4;SOUTH AFRICA PRS;2712003;C
4;POLAND OLO;48957668;A
4;DOMINICAN REP LOCAL OTHER;180972631;A
4;PUERTO RICO GSM;1787297;A
4;USA OLO;1907350;A
4;SWEDEN GSM COMVIQ;46764940;A
4;GUADELOUPE GSM DIGI;59069018;A
4;BOSNIA SRPSKA;387562;B
4;POLAND GSM PM4;4873930;A
4;MEXICO ZONE3;52596;A
4;DOMINICAN REP GSM ORANGE;1849314;A
4;DENMARK GSM TELENOR;45407;A
4;THAILAND GSM DTAC;6688886;A
4;NIGERIA GSM MTN;234813;A
4;NORWAY GSM TELENOR;47480;A
4;DOMINICAN REP GSM;1829647;A
4;BRAZIL GSM;55119599;A
4;INDIA GSM;9187179;A
4;UK GSM ALTERNATIVE NETWORK;4477448;C
4;NORWAY GSM TELENOR;479474;A
4;PORTUGAL GSM NOS;35160929;A
4;BRAZIL OTHERS CITIES;55512;A
4;SOUTH AFRICA PRS;27127860;C
4;SOUTH AFRICA PRS;2711470682;C
4;INDIA GSM;918341;A
4;UGANDA GSM AIRTEL;25675;C
4;POLAND OLO;48815112;A
4;THAILAND GSM DTAC;6690068;A
4;BRAZIL GSM;5521696;A
4;CHILE RUR;5657198;A
4;DOMINICAN REP LOCAL OTHER;180926245;A
4;BRAZIL GSM;55266;A
4;MEXICO ZONE3;52953;A
4;MEXICO GSM ZONE3;521476;A
4;BRAZIL GSM;551195219;A
4;DOMINICAN REP GSM;1829695;A
4;BRAZIL GSM;55659;A
4;JAMAICA GSM DIGICEL;1876528;B
4;INDIA GSM;9184548;A
4;IVORY COAST GSM MTN;22575;C
4;POLAND GSM PLUS;4873932;A
4;INDIA GSM;9175779;A
4;PERU RURAL;515663;A
4;GEORGIA GSM;995595;C
4;POLAND OLO;48134615;A
4;BRAZIL GSM;55787;A
4;BRAZIL GSM;55626;A
4;USA;1564;A
4;SOUTH AFRICA PRS;27513470;C
4;DOMINICAN REP GSM;1829744;A
4;DOMINICAN REP GSM;1809269;A
4;ALBANIA AMC;35586850;B
4;UK GSM O2;447844;A
4;LUXEMBOURG PRS;352901;B
4;DOMINICAN REP GSM ORANGE;1809660;A
4;REUNION GSM SRR;26269397;A
4;INDIA CITIES;9185;A
4;THAILAND GSM DTAC;6690578;A
4;UK GSM HI3G;447450;A
4;MEXICO ZONE3;52358;A
4;POLAND OLO;4839903992;A
4;SOUTH AFRICA PRS;27281100;C
4;BRAZIL GSM;55937;A
4;SWITZERLAND GSM SWIS;4179;A
4;UK GSM O2;447902;A
4;INDIA GSM;9175279;A
4;DENMARK GSM HI3G;455211;A
4;SWEDEN GSM TELENOR;467686;A
4;POLAND OLO;4,85E+13;A
4;ECUADOR GSM MOVISTAR;5939792;B
4;DOMINICAN REP LOCAL OTHER;18097418;A
4;USA;1857;A
4;IRELAND GSM HI3G;35383;A
4;SOUTH AFRICA PRS;271268313;C
4;DOMINICAN REP LOCAL OTHER;180973460;A
4;INDIA GSM;9181318;A
4;BULGARIA OLO;3593739;A
4;THAILAND GSM DTAC;6690727;A
4;SOUTH AFRICA PRS;27470502;C
4;INDIA GSM;917099053;A
4;SOUTH AFRICA PRS;2710001;C
4;BOSNIA SRPSKA;387582;B
4;BOSNIA SRPSKA;38757;B
4;INDIA GSM;9187218;A
4;DOMINICAN REP GSM;1809696;A
4;LITHUANIA GSM OMNI;370680;A
4;POLAND OLO;4891301;A
4;BRAZIL GSM;551195936;A
4;INDIA GSM;9177929;A
4;DOMINICAN REP LOCAL OTHER;18095485;A
4;INDIA CITIES;9120;A
4;SOUTH AFRICA PRS;27105160;C
4;MEXICO ZONE3;52835;A
4;SPAIN GSM ORANGE;346986;A
4;BURKINA FASO GSM AIRTEL;22674;D
4;UK GSM O2;447934;A
4;INDIA GSM RELIANCE;918687;A
4;DOMINICAN REP LOCAL OTHER;1809620;A
4;DOMINICAN REP GSM ORANGE;1849280;A
4;SOUTH AFRICA PRS;27584660;C
4;BRAZIL GSM;5516981;A
4;ECUADOR GSM MOVISTAR;5939790;B
4;INDIA GSM VODAFONE;919930;A
4;DOMINICAN REP GSM VIVA;1809716;A
4;TONGA GSM;67613;G
4;MEXICO ZONE2;52971;A
4;THAILAND GSM DTAC;6690095;A
4;SOUTH AFRICA PRS;271153725;C
4;POLAND GSM PM4;4878607;A
4;DOMINICAN REP LOCAL OTHER;18094713;A
4;NORWAY GSM TELENOR;47976;A
4;POLAND GSM PLUS;4857950;A
4;PORTUGAL GSM NOS;3519291;A
4;DOMINICAN REP LOCAL OTHER;18094731;A
4;INDIA GSM VODAFONE;919751;A
4;DOMINICAN REP LOCAL OTHER;18097289;A
4;MEXICO GSM ZONE2;521322;A
4;THAILAND GSM DTAC;6681415;A
4;DENMARK GSM TELENOR;458136;A
4;THAILAND GSM DTAC;6688839;A
4;NETHERLANDS GSM KPN;31630;A
4;DOMINICAN REP LOCAL OTHER;180926244;A
4;POLAND OLO;4871379;A
4;DOMINICAN REP LOCAL OTHER;180968385;A
4;COSTA RICA GSM;5065;A
4;REUNION GSM SRR;26269215;A
4;DOMINICAN REP LOCAL OTHER;1809687;A
4;SOUTH AFRICA PRS;27481500;C
4;POLAND OLO;48523040;A
4;DOMINICAN REP LOCAL OTHER;180954839;A
4;BENIN GSM TELECEL;22994;D
4;NORWAY PRS;47810;B
4;BRAZIL GSM;55137;A
4;DOMINICAN REP LOCAL OTHER;180992041;A
4;REUNION GSM SRR;26269304;A
4;THAILAND GSM DTAC;668367;A
4;SWEDEN GSM TELIA;46720509;A
4;TURKEY GSM TURKCELL;9053;B
4;DOMINICAN REP GSM ORANGE;1849249;A
4;POLAND OLO;48523350;A
4;DENMARK GSM TELENOR;45529;A
4;POLAND OLO;48146229;A
4;UK GSM HI3G;447916;A
4;AZERBAIJAN;994;B
4;DOMINICAN REP GSM ORANGE;1809653;A
4;UK GSM ALTERNATIVE NETWORK;4475203;C
4;SOUTH AFRICA PRS;2743555;C
4;DOMINICAN REP GSM;1809721;A
4;SPAIN GSM TELEFONICA;34616;A
4;GUINEA REP GSM MTN;22466;D
4;FALKLAND ISLANDS;500;G
4;CHILE RUR;56752971;A
4;SOUTH AFRICA PRS;27131800;C
4;POLAND OLO;48225616;A
4;INDIA GSM;918050;A
4;MEXICO GSM ZONE2;521775;A
4;TONGA GSM;67611;G
4;DOMINICAN REP GSM ORANGE;1829716;A
4;CHILE RUR;56532197;A
4;THAILAND GSM DTAC;6688806;A
4;DOMINICAN REP LOCAL OTHER;180947638;A
4;INDIA GSM;9183580;A
4;DOMINICAN REP GSM ORANGE;1809918;A
4;DOMINICAN REP LOCAL OTHER;180936393;A
4;DOMINICAN REP LOCAL OTHER;18092637;A
4;PUERTO RICO GSM;178750;A
4;DENMARK GSM TELENOR;45526;A
4;SOUTH AFRICA PRS;27114865;C
4;NORWAY GSM NETCOM;474594;A
4;RUSSIA ZONE 2;73842;A
4;DOMINICAN REP NATIONAL VIVA;182953057;A
4;SLOVENIA GSM MOBITEL;38651;A
4;DOMINICAN REP LOCAL OTHER;180992032;A
4;BOSNIA SRPSKA;387524;B
4;DOMINICAN REP GSM ORANGE;1829726;A
4;CZECH REP GSM T-MOB;420963;A
4;LATVIA GSM LMT;37126;A
4;USA OLO;1334385;A
4;SWEDEN GSM TELIA;467383;A
4;AUSTRIA GSM;43665;A
4;INDIA GSM;9185498;A
4;BULGARIA OLO;35951427;A
4;SURINAME GSM;59771;C
4;MOLDOVA GSM MOLDCELL;37379;C
4;GUINEA REP GSM;2246;D
4;DOMINICAN REP LOCAL OTHER;180987251;A
4;CAMBODIA GSM;85579;A
4;DOMINICAN REP LOCAL OTHER;180922691;A
4;DOMINICAN REP LOCAL OTHER;18095475;A
4;SPAIN GSM YOIGO;347228;A
4;POLAND OLO;48542555;A
4;DOMINICAN REP GSM ORANGE;1849859;A
4;POLAND OLO;48483648;A
4;INDIA GSM;9186280;A
4;DOMINICAN REP GSM ORANGE;1849638;A
4;DOMINICAN REP LOCAL OTHER;180936429;A
4;POLAND OLO;4871813;A
4;SOUTH AFRICA PRS;27211801;C
4;BRAZIL GSM;55115391;A
4;DOMINICAN REP LOCAL OTHER;180936955;A
4;DOMINICAN REP LOCAL OTHER;180978430;A
4;LATVIA GSM BITE;371251;A
4;DOMINICAN REP LOCAL OTHER;180974882;A
4;TONGA GSM;67648;G
4;INDIA GSM;9175770;A
4;CZECH REP GSM T-MOB;42073;A
4;POLAND OLO;48774198;A
4;PERU GSM MOVISTAR;5196;A
4;SPAIN GSM;347;A
4;INDIA GSM BSNL;917579;A
4;MAURITANIA GSM MAURITEL;22241;E
4;PERU RURAL;516663;A
4;COLOMBIA CITIES;571921;A
4;DOMINICAN REP GSM;1829763;A
4;DOMINICAN REP LOCAL OTHER;18093847;A
4;MEXICO GSM ZONE2;521771;A
4;NETHERLANDS GSM KPN;3197012;A
4;DIEGO GARCIA;246;G
4;BULGARIA OLO;3597209;A
4;POLAND OLO;48523000;A
4;POLAND OLO;483995;A
4;INDIA GSM;9177739;A
4;MEXICO ZONE3;52467;A
4;POLAND OLO;4844733;A
4;BRAZIL GSM;55115471;A
4;CHILE RUR;56618;A
4;SWEDEN GSM TELIA;4676674;A
4;POLAND OLO;48743000;A
4;INDIA GSM;9178310;A
4;INDIA GSM;9183579;A
4;USA OLO;1907259;A
4;POLAND OLO;48146740;A
4;LATVIA GSM BITE;3712377;A
4;COLOMBIA CITIES;5725;A
4;DOMINICAN REP LOCAL OTHER;180951862;A
4;RUSSIA ZONE 2;7861;A
4;USA;1443;A
4;SOUTH AFRICA PRS;271179763;C
4;POLAND OLO;48413124;A
4;POLAND OLO;48146150;A
4;BRAZIL GSM;558999;A
4;LEBANON GSM MTC;96136;B
4;DOMINICAN REP GSM;1809428;A
4;HAITI GSM DIGICEL;50947;F
4;DOMINICAN REP LOCAL OTHER;180973628;A
4;MAYOTTE GSM ORANGE;26263901;A
4;MEXICO ZONE2;52351;A
4;ALBANIA AMC;3553351;B
4;DOMINICAN REP LOCAL OTHER;180937521;A
4;POLAND OLO;4832443;A
4;DOMINICAN REP LOCAL OTHER;180926275;A
4;DOMINICAN REP LOCAL OTHER;18095709;A
4;BOLIVIA RURAL;59146521;B
4;MEXICO GSM ZONE3;521421;A
4;INDIA GSM;917415;A
4;INDIA GSM;9183509;A
4;INDIA GSM;9177879;A
4;POLAND OLO;48146345;A
4;DOMINICAN REP LOCAL OTHER;1809825;A
4;SOUTH AFRICA PRS;271000126;C
4;ANDORRA GSM;3764;B
4;CHILE RUR;56732978;A
4;DOMINICAN REP LOCAL OTHER;180959165;A
4;LATVIA OLO;3716764;E
4;BRAZIL GSM;55748;A
4;ECUADOR GSM MOVISTAR;5939925;B
4;DOMINICAN REP LOCAL OTHER;18095876;A
4;SOUTH AFRICA PRS;27100201;C
4;BRAZIL GSM;55115026;A
4;NORWAY GSM TELENOR;474690;A
4;SOUTH AFRICA PRS;27573300;C
4;NIGERIA GSM AIRTEL;234708;A
4;USA OLO;1907874;A
4;DOMINICAN REP LOCAL OTHER;180937842;A
4;INDIA GSM;918059;A
4;POLAND OLO;48343000;A
4;BRAZIL GSM;55115903;A
4;POLAND OLO;48773000;A
4;INDIA CITIES;9172;A
4;POLAND GSM ORANGE;48502;A
4;BRAZIL GSM;5511644;A
4;BULGARIA OLO;3595965;A
4;SOUTH AFRICA PRS;27131610;C
4;BRAZIL GSM;55119591;A
4;DOMINICAN REP LOCAL OTHER;180958794;A
4;POLAND OLO;48326002;A
4;INDIA GSM;9186428;A
4;SOUTH AFRICA PRS;27158800;C
4;DOMINICAN REP LOCAL OTHER;180922706;A
4;INDIA GSM;9177488;A
4;DOMINICAN REP GSM VIVA;1829818;A
4;UK GSM HI3G;447476;A
4;DOMINICAN REP GSM;1829517;A
4;SWEDEN GSM TELIA;4676677;A
4;LEBANON GSM MTC;961709;B
4;THAILAND GSM DTAC;6688865;A
4;BRAZIL GSM;5521694;A
4;SOUTH AFRICA PRS;27217701;C
4;POLAND OLO;48166776;A
4;DOMINICAN REP LOCAL OTHER;18097408;A
4;ALBANIA AMC;35588140;B
4;SOUTH AFRICA PRS;27120060;C
4;INDIA GSM;9185429;A
4;MEXICO ZONE2;52246;A
4;DOMINICAN REP GSM ORANGE;1849268;A
4;PORTUGAL GSM NOS;351669;A
4;NORWAY PRS;4707;B
4;SOUTH AFRICA PRS;2787500;C
4;INDIA GSM;9181578;A
4;BOSNIA SRPSKA;387540;B
4;SWEDEN GSM TELENOR;467238;A
4;SOUTH AFRICA PRS;27314105;C
4;UK GSM O2;447736;A
4;INDIA GSM;9175789;A
4;BULGARIA OLO;3593579;A
4;SWITZERLAND GSM;41860777;B
4;GERMANY GSM LYCAMOBILE;491521;A
4;ANGUILLA GSM;1264772;F
4;MOLDOVA GSM MOLDCELL;37378;C
4;VENEZUELA GSM DIGI;58412;A
4;DOMINICAN REP LOCAL OTHER;18094719;A
4;POLAND OLO;48523048;A
4;INDIA GSM;9175479;A
4;DOMINICAN REP LOCAL OTHER;180948756;A
4;SWEDEN GSM TELIA;467018;A
4;ALBANIA AMC;35526890;B
4;POLAND GSM ORANGE;487894;A
4;INDIA GSM;9177630;A
4;INDIA GSM RELIANCE;918429;A
4;SWEDEN GSM TELENOR;467190005;A
4;BRAZIL GSM;55226;A
4;MEXICO ZONE3;52233;A
4;DOMINICAN REP LOCAL OTHER;180950841;A
4;POLAND OLO;4814649;A
4;BRAZIL GSM;551195393;A
4;NETHERLANDS GSM TELF;31647;A
4;BRAZIL GSM;55416;A
4;INDIA GSM RELIANCE;918822;A
4;DOMINICAN REP LOCAL OTHER;180937555;A
4;ECUADOR GSM PORTA;593939;B
4;POLAND OLO;48177221;A
4;PERU RURAL;515329;A
4;UK GSM HI3G;447478;A
4;NETHERLANDS GSM VODA;31654;A
4;SOUTH AFRICA PRS;27124750;C
4;INDIA GSM;9185728;A
4;MEXICO ZONE2;52726;A
4;BRAZIL GSM;55579;A
4;MEXICO ZONE3;52825;A
4;REUNION GSM SRR;26269288;A
4;POLAND OLO;48717;A
4;INDIA GSM VODAFONE;918650;A
4;SOUTH AFRICA PRS;27104105;C
4;INDIA GSM;9185860;A
4;SWEDEN GSM TELENOR;467325;A
4;MAURITANIA GSM CHINGUITEL;22227;C
4;INDIA GSM;9184049;A
4;MAYOTTE ISLAND GSM SRR;26263927;A
4;NORWAY GSM TELENOR;474628;A
4;THAILAND GSM DTAC;6688896;A
4;ECUADOR GSM PORTA;5939794;B
4;DOMINICAN REP LOCAL OTHER;18097932;A
4;UK GSM ORANGE;447966;A
4;UK GSM ORANGE;447532;A
4;RUSSIA ZONE 1;74732;A
4;SWITZERLAND GSM SWIS;417700;A
4;BRAZIL GSM;55527;A
4;DOMINICAN REP GSM ORANGE;1809901;A
4;MAYOTTE ISLAND GSM SRR;26263929;A
4;GEORGIA;995;B
4;SLOVENIA GSM IPKO;38649;A
4;UK GSM VODAFONE;447407;A
4;DOMINICAN REP LOCAL OTHER;18095873;A
4;CHILE RUR;56582198;A
4;POLAND GSM ERA;487345;A
4;INDIA GSM VODAFONE;919720;A
4;SOUTH AFRICA PRS;2724881013;C
4;MOROCCO GSM MEDITEL;212620;E
4;CZECH REP GSM T-MOB;42077077;A
4;INDIA GSM;9184449;A
4;SOUTH AFRICA PRS;271131012;C
4;INDIA GSM;9177740;A
4;BRAZIL GSM;55169;A
4;DOMINICAN REP LOCAL OTHER;180924335;A
4;SOUTH AFRICA PRS;27510650;C
4;CANADA NWT;1250239;A
4;INDIA GSM;9184749;A
4;DOMINICAN REP LOCAL OTHER;180922629;A
4;GERMANY GSM E PLUS;49163;A
4;DOMINICAN REP LOCAL OTHER;180954994;A
4;INDIA GSM;91860;A
4;INDIA GSM;9177848;A
4;NETHERLANDS GSM TELF;31633;A
4;BOLIVIA RURAL;5914649;B
4;BRAZIL GSM;559481;A
4;UK GSM O2;447819;A
4;BRAZIL GSM;55736;A
4;POLAND OLO;48297532;A
4;DOMINICAN REP LOCAL OTHER;180947291;A
4;BRAZIL GSM;5514981;A
4;MEXICO ZONE3;52659;A
4;DOMINICAN REP GSM ORANGE;1829725;A
4;DOMINICAN REP LOCAL OTHER;180937312;A
4;INDIA GSM;9186728;A
4;BRAZIL GSM;551581;A
4;REUNION GSM SRR;26269280;A
4;NETHERLANDS GSM KPN;316588;A
4;BRAZIL GSM;55119580;A
4;BRAZIL GSM;551195395;A
4;SPAIN GSM ORANGE;34675;A
4;SOUTH AFRICA PRS;271187117;C
4;MEXICO ZONE3;52984;A
4;UK GSM O2;447701;A
4;INDIA GSM;9177459;A
4;CHILE RUR;5664196;A
4;USA;1203;A
4;LATVIA GSM BITE;3712206;A
4;DOMINICAN REP GSM ORANGE;1809902;A
4;SOUTH AFRICA PRS;27100060;C
4;INDIA GSM;9185898;A
4;SAN MARINO PRS;3787;G
4;BRAZIL GSM;55236;A
4;MEXICO GSM ZONE3;521279;A
4;MEXICO ZONE2;52713;A
4;BRAZIL GSM;55597;A
4;SOUTH OSSETIA;7929804;C
4;GHANA GSM;23356;C
4;DOMINICAN REP LOCAL OTHER;180982505;A
4;MEXICO ZONE2;52597;A
4;ESTONIA GSM EMT;3725785;D
4;SOUTH AFRICA PRS;27121003;C
4;THAILAND GSM DTAC;668357;A
4;DOMINICAN REP GSM;1829546;A
4;MAURITANIA GSM MATEL;22237;F
4;INDIA GSM;9176738;A
4;THAILAND GSM DTAC;6688884;A
4;SOUTH AFRICA PRS;271131010;C
4;AUSTRALIA GSM VODA;614208;A
4;DOMINICAN REP GSM ORANGE;1809994;A
4;DOMINICAN REP NATIONAL VIVA;182999678;A
4;DOMINICAN REP LOCAL OTHER;18093855;A
4;LATVIA OLO;3716840;E
4;PORTUGAL GSM MEO;351669222;A
4;DOMINICAN REP GSM VIVA;1849701;A
4;POLAND OLO;48293000;A
4;INDIA GSM;9185768;A
4;ECUADOR GSM MOVISTAR;5939927;B
