Code;Destination
521639;MEXICO GSM ZONE2
521641;MEXICO GSM ZONE2
521642;MEXICO GSM ZONE2
521644;MEXICO GSM ZONE2
521645;MEXICO GSM ZONE2
521646;MEXICO GSM ZONE2
521653;MEXICO GSM ZONE2
521656;MEXICO GSM ZONE2
521661;MEXICO GSM ZONE2
521662;MEXICO GSM ZONE2
521664;MEXICO GSM ZONE2
521665;MEXICO GSM ZONE2
521667;MEXICO GSM ZONE2
521668;MEXICO GSM ZONE2
521669;MEXICO GSM ZONE2
521676;MEXICO GSM ZONE2
521686;MEXICO GSM ZONE2
521712;MEXICO GSM ZONE2
521713;MEXICO GSM ZONE2
521714;MEXICO GSM ZONE2
521715;MEXICO GSM ZONE2
521721;MEXICO GSM ZONE2
521722;MEXICO GSM ZONE2
521726;MEXICO GSM ZONE2
521727;MEXICO GSM ZONE2
521728;MEXICO GSM ZONE2
521732;MEXICO GSM ZONE2
521733;MEXICO GSM ZONE2
521734;MEXICO GSM ZONE2
521735;MEXICO GSM ZONE2
521736;MEXICO GSM ZONE2
521741;MEXICO GSM ZONE2
521742;MEXICO GSM ZONE2
521744;MEXICO GSM ZONE2
521747;MEXICO GSM ZONE2
521753;MEXICO GSM ZONE2
521754;MEXICO GSM ZONE2
521755;MEXICO GSM ZONE2
521756;MEXICO GSM ZONE2
521757;MEXICO GSM ZONE2
521758;MEXICO GSM ZONE2
521762;MEXICO GSM ZONE2
521767;MEXICO GSM ZONE2
521771;MEXICO GSM ZONE2
521772;MEXICO GSM ZONE2
521773;MEXICO GSM ZONE2
521775;MEXICO GSM ZONE2
521777;MEXICO GSM ZONE2
521779;MEXICO GSM ZONE2
521782;MEXICO GSM ZONE2
521783;MEXICO GSM ZONE2
521786;MEXICO GSM ZONE2
521791;MEXICO GSM ZONE2
521821;MEXICO GSM ZONE2
521823;MEXICO GSM ZONE2
521828;MEXICO GSM ZONE2
521829;MEXICO GSM ZONE2
521831;MEXICO GSM ZONE2
521833;MEXICO GSM ZONE2
521834;MEXICO GSM ZONE2
521841;MEXICO GSM ZONE2
521842;MEXICO GSM ZONE2
521844;MEXICO GSM ZONE2
521861;MEXICO GSM ZONE2
521866;MEXICO GSM ZONE2
521867;MEXICO GSM ZONE2
521868;MEXICO GSM ZONE2
521871;MEXICO GSM ZONE2
521877;MEXICO GSM ZONE2
521878;MEXICO GSM ZONE2
521891;MEXICO GSM ZONE2
521892;MEXICO GSM ZONE2
521899;MEXICO GSM ZONE2
521916;MEXICO GSM ZONE2
521917;MEXICO GSM ZONE2
521921;MEXICO GSM ZONE2
521922;MEXICO GSM ZONE2
521938;MEXICO GSM ZONE2
521951;MEXICO GSM ZONE2
521958;MEXICO GSM ZONE2
521961;MEXICO GSM ZONE2
521962;MEXICO GSM ZONE2
521965;MEXICO GSM ZONE2
521967;MEXICO GSM ZONE2
521968;MEXICO GSM ZONE2
521971;MEXICO GSM ZONE2
521981;MEXICO GSM ZONE2
521983;MEXICO GSM ZONE2
521986;MEXICO GSM ZONE2
521987;MEXICO GSM ZONE2
521993;MEXICO GSM ZONE2
521997;MEXICO GSM ZONE2
521998;MEXICO GSM ZONE2
521999;MEXICO GSM ZONE2
521200;MEXICO GSM ZONE3
521201;MEXICO GSM ZONE3
521223;MEXICO GSM ZONE3
521224;MEXICO GSM ZONE3
521225;MEXICO GSM ZONE3
521226;MEXICO GSM ZONE3
521227;MEXICO GSM ZONE3
521233;MEXICO GSM ZONE3
521235;MEXICO GSM ZONE3
521236;MEXICO GSM ZONE3
521237;MEXICO GSM ZONE3
521245;MEXICO GSM ZONE3
521247;MEXICO GSM ZONE3
521248;MEXICO GSM ZONE3
521249;MEXICO GSM ZONE3
521273;MEXICO GSM ZONE3
521274;MEXICO GSM ZONE3
521275;MEXICO GSM ZONE3
521276;MEXICO GSM ZONE3
521278;MEXICO GSM ZONE3
521279;MEXICO GSM ZONE3
521281;MEXICO GSM ZONE3
521282;MEXICO GSM ZONE3
521283;MEXICO GSM ZONE3
521285;MEXICO GSM ZONE3
521296;MEXICO GSM ZONE3
521297;MEXICO GSM ZONE3
521313;MEXICO GSM ZONE3
521315;MEXICO GSM ZONE3
521316;MEXICO GSM ZONE3
521319;MEXICO GSM ZONE3
521321;MEXICO GSM ZONE3
521323;MEXICO GSM ZONE3
521326;MEXICO GSM ZONE3
521327;MEXICO GSM ZONE3
521328;MEXICO GSM ZONE3
521329;MEXICO GSM ZONE3
521342;MEXICO GSM ZONE3
521343;MEXICO GSM ZONE3
521344;MEXICO GSM ZONE3
521345;MEXICO GSM ZONE3
521346;MEXICO GSM ZONE3
521347;MEXICO GSM ZONE3
521348;MEXICO GSM ZONE3
521349;MEXICO GSM ZONE3
521355;MEXICO GSM ZONE3
521357;MEXICO GSM ZONE3
521358;MEXICO GSM ZONE3
521359;MEXICO GSM ZONE3
521371;MEXICO GSM ZONE3
521372;MEXICO GSM ZONE3
521373;MEXICO GSM ZONE3
521375;MEXICO GSM ZONE3
521376;MEXICO GSM ZONE3
521377;MEXICO GSM ZONE3
521382;MEXICO GSM ZONE3
521383;MEXICO GSM ZONE3
521385;MEXICO GSM ZONE3
521386;MEXICO GSM ZONE3
521387;MEXICO GSM ZONE3
521388;MEXICO GSM ZONE3
521391;MEXICO GSM ZONE3
521394;MEXICO GSM ZONE3
521395;MEXICO GSM ZONE3
521411;MEXICO GSM ZONE3
521412;MEXICO GSM ZONE3
521413;MEXICO GSM ZONE3
521414;MEXICO GSM ZONE3
521417;MEXICO GSM ZONE3
521418;MEXICO GSM ZONE3
521419;MEXICO GSM ZONE3
521421;MEXICO GSM ZONE3
521422;MEXICO GSM ZONE3
521423;MEXICO GSM ZONE3
521424;MEXICO GSM ZONE3
521425;MEXICO GSM ZONE3
521426;MEXICO GSM ZONE3
521428;MEXICO GSM ZONE3
521429;MEXICO GSM ZONE3
521431;MEXICO GSM ZONE3
521432;MEXICO GSM ZONE3
521433;MEXICO GSM ZONE3
521437;MEXICO GSM ZONE3
521441;MEXICO GSM ZONE3
521447;MEXICO GSM ZONE3
521448;MEXICO GSM ZONE3
521454;MEXICO GSM ZONE3
521455;MEXICO GSM ZONE3
521456;MEXICO GSM ZONE3
521457;MEXICO GSM ZONE3
521458;MEXICO GSM ZONE3
521459;MEXICO GSM ZONE3
521465;MEXICO GSM ZONE3
521467;MEXICO GSM ZONE3
521471;MEXICO GSM ZONE3
521476;MEXICO GSM ZONE3
521478;MEXICO GSM ZONE3
521482;MEXICO GSM ZONE3
521483;MEXICO GSM ZONE3
521485;MEXICO GSM ZONE3
521486;MEXICO GSM ZONE3
521489;MEXICO GSM ZONE3
521495;MEXICO GSM ZONE3
521496;MEXICO GSM ZONE3
521499;MEXICO GSM ZONE3
521588;MEXICO GSM ZONE3
521592;MEXICO GSM ZONE3
521593;MEXICO GSM ZONE3
521594;MEXICO GSM ZONE3
521596;MEXICO GSM ZONE3
521599;MEXICO GSM ZONE3
521613;MEXICO GSM ZONE3
521615;MEXICO GSM ZONE3
521621;MEXICO GSM ZONE3
521628;MEXICO GSM ZONE3
521629;MEXICO GSM ZONE3
521634;MEXICO GSM ZONE3
521635;MEXICO GSM ZONE3
521638;MEXICO GSM ZONE3
521643;MEXICO GSM ZONE3
521647;MEXICO GSM ZONE3
521648;MEXICO GSM ZONE3
521649;MEXICO GSM ZONE3
521651;MEXICO GSM ZONE3
521652;MEXICO GSM ZONE3
521658;MEXICO GSM ZONE3
521659;MEXICO GSM ZONE3
521671;MEXICO GSM ZONE3
521672;MEXICO GSM ZONE3
521673;MEXICO GSM ZONE3
521674;MEXICO GSM ZONE3
521675;MEXICO GSM ZONE3
521677;MEXICO GSM ZONE3
521687;MEXICO GSM ZONE3
521694;MEXICO GSM ZONE3
521695;MEXICO GSM ZONE3
521696;MEXICO GSM ZONE3
521697;MEXICO GSM ZONE3
521698;MEXICO GSM ZONE3
521711;MEXICO GSM ZONE3
521716;MEXICO GSM ZONE3
521717;MEXICO GSM ZONE3
521718;MEXICO GSM ZONE3
521719;MEXICO GSM ZONE3
521723;MEXICO GSM ZONE3
521724;MEXICO GSM ZONE3
521725;MEXICO GSM ZONE3
521731;MEXICO GSM ZONE3
521737;MEXICO GSM ZONE3
521738;MEXICO GSM ZONE3
521739;MEXICO GSM ZONE3
521743;MEXICO GSM ZONE3
521745;MEXICO GSM ZONE3
521746;MEXICO GSM ZONE3
521748;MEXICO GSM ZONE3
521749;MEXICO GSM ZONE3
521751;MEXICO GSM ZONE3
521759;MEXICO GSM ZONE3
521761;MEXICO GSM ZONE3
521763;MEXICO GSM ZONE3
521764;MEXICO GSM ZONE3
521765;MEXICO GSM ZONE3
521766;MEXICO GSM ZONE3
521768;MEXICO GSM ZONE3
521769;MEXICO GSM ZONE3
521774;MEXICO GSM ZONE3
521776;MEXICO GSM ZONE3
521778;MEXICO GSM ZONE3
521781;MEXICO GSM ZONE3
521784;MEXICO GSM ZONE3
521785;MEXICO GSM ZONE3
521789;MEXICO GSM ZONE3
521797;MEXICO GSM ZONE3
521824;MEXICO GSM ZONE3
521825;MEXICO GSM ZONE3
521826;MEXICO GSM ZONE3
521832;MEXICO GSM ZONE3
521835;MEXICO GSM ZONE3
521836;MEXICO GSM ZONE3
521845;MEXICO GSM ZONE3
521846;MEXICO GSM ZONE3
521862;MEXICO GSM ZONE3
521864;MEXICO GSM ZONE3
521869;MEXICO GSM ZONE3
521872;MEXICO GSM ZONE3
521873;MEXICO GSM ZONE3
521894;MEXICO GSM ZONE3
521897;MEXICO GSM ZONE3
521913;MEXICO GSM ZONE3
521914;MEXICO GSM ZONE3
521918;MEXICO GSM ZONE3
521919;MEXICO GSM ZONE3
521923;MEXICO GSM ZONE3
521924;MEXICO GSM ZONE3
521932;MEXICO GSM ZONE3
521933;MEXICO GSM ZONE3
521934;MEXICO GSM ZONE3
521936;MEXICO GSM ZONE3
521937;MEXICO GSM ZONE3
521953;MEXICO GSM ZONE3
521954;MEXICO GSM ZONE3
521963;MEXICO GSM ZONE3
521964;MEXICO GSM ZONE3
521966;MEXICO GSM ZONE3
521969;MEXICO GSM ZONE3
521972;MEXICO GSM ZONE3
521982;MEXICO GSM ZONE3
521984;MEXICO GSM ZONE3
521985;MEXICO GSM ZONE3
521988;MEXICO GSM ZONE3
521991;MEXICO GSM ZONE3
521992;MEXICO GSM ZONE3
521994;MEXICO GSM ZONE3
521995;MEXICO GSM ZONE3
521996;MEXICO GSM ZONE3
52222;MEXICO ZONE2
52228;MEXICO ZONE2
52229;MEXICO ZONE2
52231;MEXICO ZONE2
52232;MEXICO ZONE2
52238;MEXICO ZONE2
52241;MEXICO ZONE2
52243;MEXICO ZONE2
52244;MEXICO ZONE2
52246;MEXICO ZONE2
52271;MEXICO ZONE2
52272;MEXICO ZONE2
52284;MEXICO ZONE2
52287;MEXICO ZONE2
52288;MEXICO ZONE2
52294;MEXICO ZONE2
52311;MEXICO ZONE2
52312;MEXICO ZONE2
52313;MEXICO ZONE2
52314;MEXICO ZONE2
52317;MEXICO ZONE2
52322;MEXICO ZONE2
52323;MEXICO ZONE2
52324;MEXICO ZONE2
52325;MEXICO ZONE2
52341;MEXICO ZONE2
52351;MEXICO ZONE2
52352;MEXICO ZONE2
52353;MEXICO ZONE2
52354;MEXICO ZONE2
52356;MEXICO ZONE2
52374;MEXICO ZONE2
52378;MEXICO ZONE2
52381;MEXICO ZONE2
52384;MEXICO ZONE2
52389;MEXICO ZONE2
52392;MEXICO ZONE2
52393;MEXICO ZONE2
52415;MEXICO ZONE2
52427;MEXICO ZONE2
52434;MEXICO ZONE2
52435;MEXICO ZONE2
52436;MEXICO ZONE2
52438;MEXICO ZONE2
52442;MEXICO ZONE2
52443;MEXICO ZONE2
52444;MEXICO ZONE2
52445;MEXICO ZONE2
52449;MEXICO ZONE2
52451;MEXICO ZONE2
52452;MEXICO ZONE2
52453;MEXICO ZONE2
52461;MEXICO ZONE2
52462;MEXICO ZONE2
52463;MEXICO ZONE2
52464;MEXICO ZONE2
52466;MEXICO ZONE2
52468;MEXICO ZONE2
52469;MEXICO ZONE2
52472;MEXICO ZONE2
52473;MEXICO ZONE2
52474;MEXICO ZONE2
52475;MEXICO ZONE2
52477;MEXICO ZONE2
52481;MEXICO ZONE2
52487;MEXICO ZONE2
52488;MEXICO ZONE2
52492;MEXICO ZONE2
52493;MEXICO ZONE2
52494;MEXICO ZONE2
52498;MEXICO ZONE2
52591;MEXICO ZONE2
52595;MEXICO ZONE2
52597;MEXICO ZONE2
52612;MEXICO ZONE2
52613;MEXICO ZONE2
52614;MEXICO ZONE2
52615;MEXICO ZONE2
52616;MEXICO ZONE2
52618;MEXICO ZONE2
52622;MEXICO ZONE2
52623;MEXICO ZONE2
52624;MEXICO ZONE2
52625;MEXICO ZONE2
52626;MEXICO ZONE2
52627;MEXICO ZONE2
52631;MEXICO ZONE2
52632;MEXICO ZONE2
52633;MEXICO ZONE2
52634;MEXICO ZONE2
52636;MEXICO ZONE2
52637;MEXICO ZONE2
52638;MEXICO ZONE2
52639;MEXICO ZONE2
52641;MEXICO ZONE2
52642;MEXICO ZONE2
52644;MEXICO ZONE2
52645;MEXICO ZONE2
52646;MEXICO ZONE2
52647;MEXICO ZONE2
52648;MEXICO ZONE2
52653;MEXICO ZONE2
52656;MEXICO ZONE2
52661;MEXICO ZONE2
52662;MEXICO ZONE2
52664;MEXICO ZONE2
52665;MEXICO ZONE2
52667;MEXICO ZONE2
52668;MEXICO ZONE2
52669;MEXICO ZONE2
52673;MEXICO ZONE2
52674;MEXICO ZONE2
52676;MEXICO ZONE2
52686;MEXICO ZONE2
52687;MEXICO ZONE2
52712;MEXICO ZONE2
52713;MEXICO ZONE2
52714;MEXICO ZONE2
52715;MEXICO ZONE2
52721;MEXICO ZONE2
52722;MEXICO ZONE2
52726;MEXICO ZONE2
52727;MEXICO ZONE2
52728;MEXICO ZONE2
52732;MEXICO ZONE2
52733;MEXICO ZONE2
52734;MEXICO ZONE2
52735;MEXICO ZONE2
52736;MEXICO ZONE2
52741;MEXICO ZONE2
52742;MEXICO ZONE2
52744;MEXICO ZONE2
52747;MEXICO ZONE2
52753;MEXICO ZONE2
52754;MEXICO ZONE2
52755;MEXICO ZONE2
52756;MEXICO ZONE2
52757;MEXICO ZONE2
52758;MEXICO ZONE2
52762;MEXICO ZONE2
52767;MEXICO ZONE2
52771;MEXICO ZONE2
52772;MEXICO ZONE2
52773;MEXICO ZONE2
52775;MEXICO ZONE2
52777;MEXICO ZONE2
52779;MEXICO ZONE2
52782;MEXICO ZONE2
52783;MEXICO ZONE2
52786;MEXICO ZONE2
52791;MEXICO ZONE2
52821;MEXICO ZONE2
52823;MEXICO ZONE2
52826;MEXICO ZONE2
52828;MEXICO ZONE2
52829;MEXICO ZONE2
52831;MEXICO ZONE2
52833;MEXICO ZONE2
52834;MEXICO ZONE2
52836;MEXICO ZONE2
52841;MEXICO ZONE2
52842;MEXICO ZONE2
52844;MEXICO ZONE2
52861;MEXICO ZONE2
52862;MEXICO ZONE2
52866;MEXICO ZONE2
52867;MEXICO ZONE2
52868;MEXICO ZONE2
52871;MEXICO ZONE2
52877;MEXICO ZONE2
52878;MEXICO ZONE2
52891;MEXICO ZONE2
52892;MEXICO ZONE2
52899;MEXICO ZONE2
52916;MEXICO ZONE2
52917;MEXICO ZONE2
52921;MEXICO ZONE2
52922;MEXICO ZONE2
52938;MEXICO ZONE2
52951;MEXICO ZONE2
52958;MEXICO ZONE2
52961;MEXICO ZONE2
52962;MEXICO ZONE2
52965;MEXICO ZONE2
52967;MEXICO ZONE2
52968;MEXICO ZONE2
52971;MEXICO ZONE2
52981;MEXICO ZONE2
52983;MEXICO ZONE2
52986;MEXICO ZONE2
52987;MEXICO ZONE2
52993;MEXICO ZONE2
52997;MEXICO ZONE2
52998;MEXICO ZONE2
52999;MEXICO ZONE2
52200;MEXICO ZONE3
52201;MEXICO ZONE3
52223;MEXICO ZONE3
52224;MEXICO ZONE3
52225;MEXICO ZONE3
52226;MEXICO ZONE3
52227;MEXICO ZONE3
52233;MEXICO ZONE3
52235;MEXICO ZONE3
52236;MEXICO ZONE3
52237;MEXICO ZONE3
52245;MEXICO ZONE3
52247;MEXICO ZONE3
52248;MEXICO ZONE3
52249;MEXICO ZONE3
52273;MEXICO ZONE3
52274;MEXICO ZONE3
52275;MEXICO ZONE3
52276;MEXICO ZONE3
52278;MEXICO ZONE3
52279;MEXICO ZONE3
52281;MEXICO ZONE3
52282;MEXICO ZONE3
52283;MEXICO ZONE3
52285;MEXICO ZONE3
52296;MEXICO ZONE3
52297;MEXICO ZONE3
52315;MEXICO ZONE3
52316;MEXICO ZONE3
52319;MEXICO ZONE3
52321;MEXICO ZONE3
52326;MEXICO ZONE3
52327;MEXICO ZONE3
52328;MEXICO ZONE3
52329;MEXICO ZONE3
52342;MEXICO ZONE3
52343;MEXICO ZONE3
52344;MEXICO ZONE3
52345;MEXICO ZONE3
52346;MEXICO ZONE3
52347;MEXICO ZONE3
52348;MEXICO ZONE3
52349;MEXICO ZONE3
52355;MEXICO ZONE3
52357;MEXICO ZONE3
52358;MEXICO ZONE3
52359;MEXICO ZONE3
52371;MEXICO ZONE3
52372;MEXICO ZONE3
52373;MEXICO ZONE3
52375;MEXICO ZONE3
52376;MEXICO ZONE3
52377;MEXICO ZONE3
52382;MEXICO ZONE3
52383;MEXICO ZONE3
52385;MEXICO ZONE3
52386;MEXICO ZONE3
52387;MEXICO ZONE3
52388;MEXICO ZONE3
52391;MEXICO ZONE3
52394;MEXICO ZONE3
52395;MEXICO ZONE3
52411;MEXICO ZONE3
52412;MEXICO ZONE3
52413;MEXICO ZONE3
52414;MEXICO ZONE3
52417;MEXICO ZONE3
52418;MEXICO ZONE3
52419;MEXICO ZONE3
52421;MEXICO ZONE3
52422;MEXICO ZONE3
52423;MEXICO ZONE3
52424;MEXICO ZONE3
52425;MEXICO ZONE3
52426;MEXICO ZONE3
52428;MEXICO ZONE3
52429;MEXICO ZONE3
52431;MEXICO ZONE3
52432;MEXICO ZONE3
52433;MEXICO ZONE3
52437;MEXICO ZONE3
52441;MEXICO ZONE3
52447;MEXICO ZONE3
52448;MEXICO ZONE3
52454;MEXICO ZONE3
52455;MEXICO ZONE3
52456;MEXICO ZONE3
52457;MEXICO ZONE3
52458;MEXICO ZONE3
52459;MEXICO ZONE3
52465;MEXICO ZONE3
52467;MEXICO ZONE3
52471;MEXICO ZONE3
52476;MEXICO ZONE3
52478;MEXICO ZONE3
52482;MEXICO ZONE3
52483;MEXICO ZONE3
52485;MEXICO ZONE3
52486;MEXICO ZONE3
52489;MEXICO ZONE3
52495;MEXICO ZONE3
52496;MEXICO ZONE3
52499;MEXICO ZONE3
52588;MEXICO ZONE3
52592;MEXICO ZONE3
52593;MEXICO ZONE3
52594;MEXICO ZONE3
52596;MEXICO ZONE3
52599;MEXICO ZONE3
52621;MEXICO ZONE3
52628;MEXICO ZONE3
52629;MEXICO ZONE3
52635;MEXICO ZONE3
52643;MEXICO ZONE3
52649;MEXICO ZONE3
52651;MEXICO ZONE3
52652;MEXICO ZONE3
52658;MEXICO ZONE3
52659;MEXICO ZONE3
52671;MEXICO ZONE3
52672;MEXICO ZONE3
52675;MEXICO ZONE3
52677;MEXICO ZONE3
52694;MEXICO ZONE3
52695;MEXICO ZONE3
52696;MEXICO ZONE3
52697;MEXICO ZONE3
52698;MEXICO ZONE3
52711;MEXICO ZONE3
52716;MEXICO ZONE3
52717;MEXICO ZONE3
52718;MEXICO ZONE3
52719;MEXICO ZONE3
52723;MEXICO ZONE3
52724;MEXICO ZONE3
52725;MEXICO ZONE3
52731;MEXICO ZONE3
52737;MEXICO ZONE3
52738;MEXICO ZONE3
52739;MEXICO ZONE3
52743;MEXICO ZONE3
52745;MEXICO ZONE3
52746;MEXICO ZONE3
52748;MEXICO ZONE3
52749;MEXICO ZONE3
52751;MEXICO ZONE3
52759;MEXICO ZONE3
52761;MEXICO ZONE3
52763;MEXICO ZONE3
52764;MEXICO ZONE3
52765;MEXICO ZONE3
52766;MEXICO ZONE3
52768;MEXICO ZONE3
52769;MEXICO ZONE3
52774;MEXICO ZONE3
52776;MEXICO ZONE3
52778;MEXICO ZONE3
52781;MEXICO ZONE3
52784;MEXICO ZONE3
52785;MEXICO ZONE3
52789;MEXICO ZONE3
52797;MEXICO ZONE3
52824;MEXICO ZONE3
52825;MEXICO ZONE3
52832;MEXICO ZONE3
52835;MEXICO ZONE3
52845;MEXICO ZONE3
52846;MEXICO ZONE3
52864;MEXICO ZONE3
52869;MEXICO ZONE3
52872;MEXICO ZONE3
52873;MEXICO ZONE3
52894;MEXICO ZONE3
52897;MEXICO ZONE3
52913;MEXICO ZONE3
52914;MEXICO ZONE3
52918;MEXICO ZONE3
52919;MEXICO ZONE3
52923;MEXICO ZONE3
52924;MEXICO ZONE3
52932;MEXICO ZONE3
52933;MEXICO ZONE3
52934;MEXICO ZONE3
52936;MEXICO ZONE3
52937;MEXICO ZONE3
52953;MEXICO ZONE3
52954;MEXICO ZONE3
52963;MEXICO ZONE3
52964;MEXICO ZONE3
52966;MEXICO ZONE3
52969;MEXICO ZONE3
52972;MEXICO ZONE3
52982;MEXICO ZONE3
52984;MEXICO ZONE3
52985;MEXICO ZONE3
52988;MEXICO ZONE3
52991;MEXICO ZONE3
52992;MEXICO ZONE3
52994;MEXICO ZONE3
52995;MEXICO ZONE3
52996;MEXICO ZONE3
691;MICRONESIA
373;MOLDOVA
3736;MOLDOVA GSM
3737;MOLDOVA GSM
37376;MOLDOVA GSM MOLDCELL
37378;MOLDOVA GSM MOLDCELL
37379;MOLDOVA GSM MOLDCELL
37360;MOLDOVA GSM ORANGE
373610;MOLDOVA GSM ORANGE
373611;MOLDOVA GSM ORANGE
373620;MOLDOVA GSM ORANGE
373621;MOLDOVA GSM ORANGE
37368;MOLDOVA GSM ORANGE
37369;MOLDOVA GSM ORANGE
37321;MOLDOVA PRIDNESTROVI
3735;MOLDOVA PRIDNESTROVI
377;MONACO
3773;MONACO GSM
3776;MONACO GSM
976;MONGOLIA
97650;MONGOLIA GSM
97655;MONGOLIA GSM
97656;MONGOLIA GSM
9768;MONGOLIA GSM
97686;MONGOLIA GSM
97688;MONGOLIA GSM
97689;MONGOLIA GSM
9769;MONGOLIA GSM
382;MONTENEGRO
38260;MONTENEGRO GSM
38263;MONTENEGRO GSM
38266;MONTENEGRO GSM
38267;MONTENEGRO GSM
38268;MONTENEGRO GSM
38269;MONTENEGRO GSM
1664;MONTSERRAT
212;MOROCCO
2126921;MOROCCO GLOBALSTAR
2126922;MOROCCO GLOBALSTAR
2128920;MOROCCO GLOBALSTAR
2126;MOROCCO GSM
212610;MOROCCO GSM IAM
212611;MOROCCO GSM IAM
212613;MOROCCO GSM IAM
212615;MOROCCO GSM IAM
212616;MOROCCO GSM IAM
212618;MOROCCO GSM IAM
212622;MOROCCO GSM IAM
212623;MOROCCO GSM IAM
212624;MOROCCO GSM IAM
212628;MOROCCO GSM IAM
212636;MOROCCO GSM IAM
212637;MOROCCO GSM IAM
212639;MOROCCO GSM IAM
212641;MOROCCO GSM IAM
212642;MOROCCO GSM IAM
212643;MOROCCO GSM IAM
212648;MOROCCO GSM IAM
212650;MOROCCO GSM IAM
212651;MOROCCO GSM IAM
212652;MOROCCO GSM IAM
212653;MOROCCO GSM IAM
212654;MOROCCO GSM IAM
212655;MOROCCO GSM IAM
212658;MOROCCO GSM IAM
212659;MOROCCO GSM IAM
212661;MOROCCO GSM IAM
212662;MOROCCO GSM IAM
212666;MOROCCO GSM IAM
212667;MOROCCO GSM IAM
212668;MOROCCO GSM IAM
212670;MOROCCO GSM IAM
212671;MOROCCO GSM IAM
212672;MOROCCO GSM IAM
212673;MOROCCO GSM IAM
212676;MOROCCO GSM IAM
212677;MOROCCO GSM IAM
212678;MOROCCO GSM IAM
212682;MOROCCO GSM IAM
212689;MOROCCO GSM IAM
212696;MOROCCO GSM IAM
212697;MOROCCO GSM IAM
212761;MOROCCO GSM IAM
212762;MOROCCO GSM IAM
212766;MOROCCO GSM IAM
212767;MOROCCO GSM IAM
212612;MOROCCO GSM MEDITEL
212614;MOROCCO GSM MEDITEL
212617;MOROCCO GSM MEDITEL
212619;MOROCCO GSM MEDITEL
212620;MOROCCO GSM MEDITEL
212621;MOROCCO GSM MEDITEL
212625;MOROCCO GSM MEDITEL
212631;MOROCCO GSM MEDITEL
212632;MOROCCO GSM MEDITEL
212644;MOROCCO GSM MEDITEL
212645;MOROCCO GSM MEDITEL
212649;MOROCCO GSM MEDITEL
212656;MOROCCO GSM MEDITEL
212657;MOROCCO GSM MEDITEL
212660;MOROCCO GSM MEDITEL
212663;MOROCCO GSM MEDITEL
212664;MOROCCO GSM MEDITEL
212665;MOROCCO GSM MEDITEL
212669;MOROCCO GSM MEDITEL
212674;MOROCCO GSM MEDITEL
212675;MOROCCO GSM MEDITEL
212679;MOROCCO GSM MEDITEL
212684;MOROCCO GSM MEDITEL
212688;MOROCCO GSM MEDITEL
212691;MOROCCO GSM MEDITEL
212693;MOROCCO GSM MEDITEL
212694;MOROCCO GSM MEDITEL
212770;MOROCCO GSM MEDITEL
212771;MOROCCO GSM MEDITEL
212777;MOROCCO GSM MEDITEL
21260;MOROCCO GSM WANA FULL MOBILITY
212626;MOROCCO GSM WANA FULL MOBILITY
212627;MOROCCO GSM WANA FULL MOBILITY
212629;MOROCCO GSM WANA FULL MOBILITY
212630;MOROCCO GSM WANA FULL MOBILITY
212633;MOROCCO GSM WANA FULL MOBILITY
212634;MOROCCO GSM WANA FULL MOBILITY
212635;MOROCCO GSM WANA FULL MOBILITY
212638;MOROCCO GSM WANA FULL MOBILITY
212640;MOROCCO GSM WANA FULL MOBILITY
212646;MOROCCO GSM WANA FULL MOBILITY
212647;MOROCCO GSM WANA FULL MOBILITY
212680;MOROCCO GSM WANA FULL MOBILITY
212681;MOROCCO GSM WANA FULL MOBILITY
212687;MOROCCO GSM WANA FULL MOBILITY
212690;MOROCCO GSM WANA FULL MOBILITY
212695;MOROCCO GSM WANA FULL MOBILITY
212698;MOROCCO GSM WANA FULL MOBILITY
212699;MOROCCO GSM WANA FULL MOBILITY
212700;MOROCCO GSM WANA FULL MOBILITY
212706;MOROCCO GSM WANA FULL MOBILITY
212707;MOROCCO GSM WANA FULL MOBILITY
212526;MOROCCO GSM WANA REST MOBILITY
212527;MOROCCO GSM WANA REST MOBILITY
212533;MOROCCO GSM WANA REST MOBILITY
212534;MOROCCO GSM WANA REST MOBILITY
212540;MOROCCO GSM WANA REST MOBILITY
212546;MOROCCO GSM WANA REST MOBILITY
212547;MOROCCO GSM WANA REST MOBILITY
212550;MOROCCO GSM WANA REST MOBILITY
212553;MOROCCO GSM WANA REST MOBILITY
212522;MOROCCO IAM
212523;MOROCCO IAM
212524;MOROCCO IAM
212528;MOROCCO IAM
212535;MOROCCO IAM
212536;MOROCCO IAM
212537;MOROCCO IAM
212539;MOROCCO IAM
212800;MOROCCO IAM
212801;MOROCCO IAM
212802;MOROCCO IAM
212808;MOROCCO IAM
212520;MOROCCO MEDITEL
212521;MOROCCO MEDITEL
212525;MOROCCO MEDITEL
212530;MOROCCO MEDITEL
212531;MOROCCO MEDITEL
212532;MOROCCO MEDITEL
212529;MOROCCO WANA
212538;MOROCCO WANA
258;MOZAMBIQUE
25886;MOZAMBIQUE GSM
25887;MOZAMBIQUE GSM
25882;MOZAMBIQUE GSM MCEL
25883;MOZAMBIQUE GSM MCEL
25884;MOZAMBIQUE GSM VODA
25885;MOZAMBIQUE GSM VODA
95;MYANMAR
95995;MYANMAR GSM OOREDOO
95996;MYANMAR GSM OOREDOO
95997;MYANMAR GSM OOREDOO
264;NAMIBIA
26460;NAMIBIA GSM LEO
